gene,coef,Celltype
SPTSSA,0.551922904,MG
PDZD2,0.551429068,MG
RP11-1012E15.2,0.551264671,MG
AC008592.5,0.55002889,MG
CCNH,0.54891827,MG
ATP13A4,0.545877395,MG
TLR10,0.544255296,MG
SMAP2,0.535230685,MG
MYH9,0.532723885,MG
TMC6,0.532524408,MG
SENP2,0.53242112,MG
TM9SF4,0.529015235,MG
EMX1,0.528973457,MG
EEPD1,0.526560005,MG
CARD9,0.5246343,MG
HS3ST4,0.524398988,MG
MAN2B1,0.523322439,MG
ITGB3,0.521739611,MG
CASP7,0.521590696,MG
ATP5A1,0.518856473,MG
GRPEL1,0.517429039,MG
CTC-419K13.1,0.514843466,MG
RP11-617F23.2,0.51406365,MG
DEGS1,0.513912715,MG
AF127936.3,0.511572227,MG
KMT2E,0.507808119,MG
HIP1,0.506987242,MG
COA6,0.506504347,MG
P2RY13,0.506341245,MG
PLA2G7,0.505127243,MG
DOPEY1,0.503895512,MG
IDH3G,0.500017049,MG
DDI2,0.499055902,MG
CD300LB,0.498561622,MG
ZNF718,0.495286058,MG
SIGLEC9,0.492675864,MG
PRAM1,0.491975713,MG
HVCN1,0.491835611,MG
MAP3K5,0.488823671,MG
ECSIT,0.487389923,MG
RP1-249H1.4,0.487137935,MG
RP11-16C1.2,0.486721398,MG
LDB1,0.486670498,MG
TUBB8,0.486351625,MG
BLVRA,0.481363539,MG
OLR1,0.476644817,MG
ZNF589,0.474005462,MG
TMEM30A,0.47384245,MG
LDB3,0.472107962,MG
RP11-93L9.1,0.471773807,MG
C3,0.470580318,MG
MGAT4A,0.469736905,MG
FOS,0.46896763,MG
SPINT1,0.468905442,MG
PPP1R12C,0.468325333,MG
AC079305.8,0.468296857,MG
DAD1,0.465880464,MG
GLS,0.463736279,MG
TBXAS1,0.46201624,MG
GATAD1,0.460627853,MG
CCP110,0.459541758,MG
MYO9A,0.45859014,MG
CYB5R3,0.458470353,MG
ZNF292,0.457892914,MG
NCKAP5,0.457494837,MG
TRIP11,0.450042231,MG
FAR2,0.44974223,MG
CD83,0.44880036,MG
ARHGAP15,0.446865559,MG
FOLH1,0.446067478,MG
RP11-659O3.1,0.44557504,MG
STX1A,0.442440691,MG
FAU,0.440032154,MG
RP11-531A24.5,0.439856008,MG
TMED10,0.438388165,MG
SUGCT,0.437720597,MG
TNPO3,0.436854043,MG
COL14A1,0.435473972,MG
FAM53C,0.434936409,MG
ADGRG6,0.432619166,MG
CCND3,0.432555399,MG
ROCK1,0.432425851,MG
KLF6,0.432407554,MG
RCOR1,0.430701007,MG
DNAH17,0.430186579,MG
DYSF,0.429333339,MG
XXcos-LUCA16.1,0.427953733,MG
CLCN5,0.42779505,MG
MEI1,0.426775523,MG
C12orf79,0.424084779,MG
COX5B,0.422928964,MG
RP11-228B15.4,0.421597531,MG
NCAM2,0.420134382,MG
CYB5B,0.419655124,MG
MXD4,0.418921856,MG
GDPD1,0.4188848,MG
ACAP2,0.414736142,MG
NFASC,0.412876601,MG
TCF12,0.412667862,MG
FBXL18,0.410201673,MG
RP11-148G20.1,0.410064187,MG
FAM135B,0.409836101,MG
MAN1A1,0.404077685,MG
RCL1,0.401858467,MG
WDFY4,0.401198437,MG
RP11-664H17.1,0.400468704,MG
CTD-2540C19.1,0.400043921,MG
PPP1R13L,0.399190369,MG
ELL2,0.398439806,MG
MMP19,0.396432038,MG
MT-ND2,0.39284568,MG
CIITA,0.39224638,MG
KIAA0040,0.390621716,MG
HEATR1,0.390609033,MG
PP2D1,0.387833196,MG
PLAA,0.386339413,MG
PIM1,0.386069901,MG
BIN3,0.383813352,MG
BBX,0.381828644,MG
ARHGEF6,0.381767947,MG
EIF4G3,0.381266988,MG
OTOGL,0.380229271,MG
BAG5,0.379477697,MG
HLA-DRB5,0.37867175,MG
SYT1,0.378422041,MG
HIST1H2BG,0.375236834,MG
ITM2C,0.371761573,MG
RP11-6J21.2,0.369620538,MG
WAPL,0.368224716,MG
RP11-437L7.2,0.366770002,MG
RP11-1134I14.2,0.366300718,MG
CYSLTR1,0.366138674,MG
DYNC1LI1,0.365700232,MG
FERMT1,0.361832075,MG
SPTLC2,0.361470856,MG
GMFG,0.354795851,MG
ADAMTSL2,0.352975114,MG
NHS,0.351849784,MG
JAG1,0.349897364,MG
TKT,0.349699967,MG
RP11-322M19.2,0.349125485,MG
ATP8B4,0.347788936,MG
MN1,0.347317289,MG
RIC3,0.34692082,MG
CREG2,0.3447248,MG
AMPD3,0.34427559,MG
SMOC1,0.343328258,MG
SCARA3,0.343084711,MG
PHF3,0.341424075,MG
RP11-493K19.3,0.341150356,MG
LAPTM4A,0.340063647,MG
UBTF,0.337128741,MG
EXTL2,0.336873214,MG
IFI44L,0.335200125,MG
MT-CO1,0.335148003,MG
ZNF638,0.334531655,MG
STARD5,0.332604285,MG
C6orf106,0.332150101,MG
GLT1D1,0.33199228,MG
FXYD6,0.331333649,MG
CREM,0.330730128,MG
SYCP2L,0.330532655,MG
HEXIM1,0.330163416,MG
ARID2,0.328955568,MG
ASCC3,0.326296673,MG
XIST,0.325675807,MG
TNRC6C,0.320965053,MG
FKBP8,0.32056767,MG
ZNF467,0.320227641,MG
SPP1,0.31784351,MG
IMMT,0.316065396,MG
DST,0.312398885,MG
TDRD12,0.312254598,MG
SASH3,0.309625875,MG
PSMA1,0.309522765,MG
TPD52,0.309391477,MG
PITPNA,0.307129513,MG
TIMD4,0.305602734,MG
ELAVL4,0.305187184,MG
CMTM6,0.303515352,MG
EDDM13,0.301972106,MG
FAM78B,0.301229062,MG
PPP2R2B,0.299906602,MG
SMURF2,0.298382411,MG
ATP6V1B2,0.298141272,MG
DMXL2,0.296497666,MG
MAPRE2,0.294649195,MG
AC023469.1,0.293989642,MG
B4GALT2,0.293106161,MG
C14orf166,0.292739158,MG
EXOSC10,0.292341063,MG
MICAL3,0.292215187,MG
ALDH3A2,0.292097561,MG
CCNE2,0.29168663,MG
LLGL1,0.291668106,MG
SLC11A1,0.291462384,MG
RP11-489O18.1,0.29086281,MG
DOCK5,0.290282234,MG
PRKCB,0.289373396,MG
FIS1,0.288387165,MG
GULP1,0.287409226,MG
CTD-2245F17.3,0.28645715,MG
TP53BP1,0.286259986,MG
PDCD1LG2,0.28315089,MG
LRMP,0.282937278,MG
ZNF506,0.280869225,MG
IFNGR1,0.27783022,MG
MB21D2,0.277813066,MG
RP11-15H20.5,0.277015436,MG
LINC00340,0.276292983,MG
RAB32,0.276068549,MG
DTNA,0.275708569,MG
FRRS1,0.273432352,MG
PTGS1,0.270847603,MG
MGAT5,0.270432103,MG
PEX5L,0.267961895,MG
CLIP2,0.267050266,MG
ENTPD1,0.266552275,MG
FBXL4,0.265855312,MG
POU2F2,0.26552112,MG
PDK4,0.263128492,MG
NR4A2,0.262552301,MG
RP11-467L13.7,0.262266386,MG
MS4A6A,0.261954927,MG
KIF11,0.261880667,MG
BACH1,0.261543443,MG
ARPP21,0.260531503,MG
RNF138,0.26043718,MG
RPL31,0.260266352,MG
HSPH1,0.25973421,MG
L3MBTL4,0.256604751,MG
CYP2J2,0.254327981,MG
MAN2A1,0.253746852,MG
SEPN1,0.253710599,MG
AC010746.2,0.252886273,MG
GRID2,0.252333826,MG
PRKACA,0.251453906,MG
SCYL2,0.248399789,MG
GLIPR2,0.248361891,MG
RP11-321N4.5,0.247173623,MG
BHLHE41,0.246843687,MG
TM9SF3,0.244487297,MG
H3F3B,0.243847248,MG
FRMD4B,0.240696729,MG
PAPOLG,0.239423479,MG
HIF1A,0.23872531,MG
TLR2,0.237989307,MG
LAPTM5,0.23764215,MG
ZBTB8OS,0.23746609,MG
STX16,0.235282457,MG
KITLG,0.234302278,MG
HDAC8,0.231386494,MG
FRMD6,0.230912941,MG
HPS3,0.22974864,MG
MYO1F,0.228874652,MG
CTB-12O2.1,0.227524228,MG
PICALM,0.225682161,MG
RIF1,0.224712314,MG
CNTNAP5,0.224664996,MG
RP11-707A18.1,0.223471704,MG
TTC19,0.223458863,MG
FGD4,0.222925322,MG
YWHAB,0.220714528,MG
ACTR1A,0.219609006,MG
ZKSCAN5,0.219009912,MG
CASP4,0.218444178,MG
RNF150,0.217341729,MG
UPF3B,0.2151509,MG
MSANTD2,0.214803057,MG
DHX40,0.214422572,MG
TBC1D1,0.21421265,MG
C10orf11,0.213897943,MG
PLD4,0.213817478,MG
RP11-177C12.1,0.213742184,MG
FAM149A,0.213671401,MG
ELF4,0.213593267,MG
GNG7,0.213028525,MG
CD300A,0.212384923,MG
CARD11,0.21221836,MG
ZNF83,0.212201902,MG
FUCA1,0.212160985,MG
ZNF146,0.210914307,MG
SORT1,0.210865736,MG
BTN3A2,0.21022063,MG
PLEKHB2,0.210207567,MG
RPL8,0.209000012,MG
DPYD,0.208704696,MG
RNF6,0.208645913,MG
LCORL,0.207994003,MG
DFFA,0.207455547,MG
ARHGAP25,0.206526431,MG
NRP1,0.206142424,MG
SMAD5,0.204158431,MG
FTL,0.202333564,MG
NUDT6,0.201114686,MG
SNHG7,0.200722423,MG
MDM2,0.200546949,MG
NLK,0.200107417,MG
PCED1B,0.199266761,MG
VIT,0.198834608,MG
MPDU1,0.197059597,MG
RABGGTB,0.196503692,MG
TEX9,0.194828985,MG
KB-1507C5.4,0.193056384,MG
LTBR,0.192991841,MG
AC006032.1,0.192784101,MG
HPGDS,0.191525345,MG
NOXA1,0.190774682,MG
PER1,0.190311717,MG
HP1BP3,0.18995701,MG
TGFBR1,0.189728375,MG
HDAC4,0.189119773,MG
RP11-109A6.5,0.188231179,MG
ZBED4,0.185786562,MG
MARCKS,0.183543433,MG
POGZ,0.182999714,MG
MECP2,0.18265177,MG
TDRD9,0.180072174,MG
RP11-517O13.3,0.179539577,MG
PPIG,0.178745058,MG
CTTNBP2,0.178181344,MG
ASAP1-IT2,0.177225691,MG
FKBP15,0.177200946,MG
TMSB10,0.175275512,MG
ABHD12B,0.175269983,MG
NCOA7,0.171937873,MG
ABTB2,0.171642107,MG
DBN1,0.171535651,MG
RP11-557H15.4,0.171065059,MG
TMEM39B,0.170522082,MG
KRAS,0.169916931,MG
TMEM182,0.167429401,MG
RP11-426L16.8,0.165721865,MG
AAED1,0.165343336,MG
ACTR2,0.164889517,MG
DISC1,0.163829038,MG
KCNQ3,0.162369893,MG
ZNF536,0.162335212,MG
AP000476.1,0.162166137,MG
ANKRD36C,0.16193983,MG
TRAF3,0.161356944,MG
PTP4A1,0.161076068,MG
UBE2D3,0.16105361,MG
RBMX,0.160578208,MG
KIF16B,0.159866241,MG
NOA1,0.156996416,MG
RNMTL1,0.156845337,MG
ACBD3,0.156309149,MG
ZFP36L1,0.156044786,MG
ST6GALNAC4,0.153628316,MG
TNFAIP8L3,0.15343089,MG
JDP2,0.152790637,MG
CALCR,0.150222035,MG
AL449209.1,-0.151007982,MG
PMP2,-0.151435411,MG
FAM160B2,-0.152472873,MG
KCNQ1OT1,-0.152485479,MG
ZBTB41,-0.152667657,MG
SERTAD2,-0.152760665,MG
ENG,-0.153133475,MG
F13A1,-0.153733109,MG
PKIB,-0.15433099,MG
ANOS1,-0.154887407,MG
MZT1,-0.154988964,MG
CHN2,-0.155072048,MG
HCK,-0.155298295,MG
NR4A1,-0.156168962,MG
EZR,-0.158327636,MG
JUN,-0.158344721,MG
GTF2B,-0.158725254,MG
SLC11A2,-0.158765663,MG
BID,-0.160397418,MG
SPATA5,-0.161130944,MG
NRDC,-0.16209647,MG
TANC2,-0.162174774,MG
CREBZF,-0.162774754,MG
STYXL1,-0.162844099,MG
N4BP2,-0.167193304,MG
STRBP,-0.167641298,MG
RUNX1,-0.167651128,MG
3-Mar,-0.167929606,MG
BCL2L12,-0.168325625,MG
IRAK3,-0.17003727,MG
AC018633.4,-0.170394595,MG
NORAD,-0.172616964,MG
TMEM163,-0.175410752,MG
XPO1,-0.177839081,MG
CYBB,-0.177940887,MG
TIMP2,-0.178643479,MG
SHTN1,-0.179621347,MG
LRP1,-0.180000667,MG
RP11-139E24.1,-0.182179851,MG
RASAL2,-0.183993339,MG
MIR99AHG,-0.184783067,MG
USP16,-0.187686388,MG
LGMN,-0.188198204,MG
PAG1,-0.189235217,MG
VAV1,-0.190637407,MG
BANK1,-0.191130092,MG
GAS6,-0.191295261,MG
RPS28,-0.194047643,MG
CAST,-0.194167877,MG
SH3RF3,-0.194451124,MG
ZCCHC6,-0.196080093,MG
MCC,-0.196794689,MG
LRSAM1,-0.197822257,MG
CD163,-0.198152758,MG
SPRED2,-0.198688204,MG
FAM13A,-0.198928188,MG
CTD-2353F22.1,-0.199082783,MG
MPZL1,-0.199805136,MG
ATM,-0.200035815,MG
NTM,-0.200600783,MG
IVD,-0.200812574,MG
PIAS2,-0.201215854,MG
ZBTB43,-0.202941865,MG
LPL,-0.202965819,MG
ACSM5,-0.203524707,MG
KCNK6,-0.204110839,MG
CTC-559E9.1,-0.20469224,MG
RNASET2,-0.205760463,MG
SPOP,-0.209190834,MG
TBC1D4,-0.209310046,MG
OPHN1,-0.209513119,MG
RP11-493L12.3,-0.209538798,MG
NF1,-0.212298158,MG
SCN8A,-0.21640884,MG
GPCPD1,-0.216639823,MG
UBASH3B,-0.216663561,MG
PPCS,-0.218813391,MG
FNIP2,-0.21881802,MG
AK2,-0.219326841,MG
C9orf3,-0.221718608,MG
GOLGA1,-0.222451065,MG
ZRSR2,-0.222617626,MG
PLXNA2,-0.222832807,MG
TMEM156,-0.223270524,MG
ITGAM,-0.224080747,MG
SLC9A9,-0.224198523,MG
PIK3R5,-0.224321547,MG
TNFAIP8,-0.224359807,MG
RP11-40A8.3,-0.225389146,MG
RP11-473M20.7,-0.225937674,MG
RPS6KA3,-0.226295931,MG
ERCC6,-0.226396083,MG
ARHGEF4,-0.226673912,MG
NDUFA8,-0.226816947,MG
SHROOM3,-0.227478222,MG
ZMYND8,-0.229699132,MG
PLXND1,-0.229951677,MG
CD40,-0.235502311,MG
NINJ1,-0.236111976,MG
PHACTR1,-0.23640856,MG
CDYL,-0.237329383,MG
SUPT6H,-0.237651889,MG
AQP4,-0.238229677,MG
ALPK3,-0.239149671,MG
ANKRD40,-0.241093287,MG
RP11-467H10.2,-0.242813054,MG
OLMALINC,-0.243220779,MG
IRS2,-0.245362566,MG
CPEB3,-0.246488204,MG
AANAT,-0.247649564,MG
QKI,-0.248159844,MG
C1QA,-0.248796505,MG
HSP90AA1,-0.251449114,MG
SGO2,-0.252601568,MG
TTC17,-0.257215916,MG
CCDC26,-0.257862516,MG
RP11-166O4.5,-0.258040724,MG
SPATS2,-0.260526513,MG
WASF2,-0.261338406,MG
BTN3A1,-0.261835987,MG
MED13L,-0.262374473,MG
RP11-233H19.2,-0.262776492,MG
ADAMTS17,-0.267134252,MG
HNRNPA2B1,-0.267185118,MG
LCP2,-0.270510413,MG
NDFIP2,-0.270878146,MG
NUAK1,-0.270967759,MG
ZNF808,-0.273107058,MG
CRTC1,-0.274140252,MG
RP11-624L4.1,-0.274896617,MG
MAML2,-0.275448146,MG
TBRG1,-0.277734858,MG
RP11-707P17.1,-0.279395938,MG
VPS13A,-0.281041641,MG
PLCL1,-0.281185333,MG
BACH2,-0.283354098,MG
RNU2-63P,-0.283649073,MG
PDE4A,-0.285108837,MG
ANKRD36B,-0.285297671,MG
ARMC2,-0.285595959,MG
ERBB4,-0.286312905,MG
SARAF,-0.291051021,MG
YLPM1,-0.292492061,MG
B4GALT1,-0.292563201,MG
ADAP2,-0.293256853,MG
LIMCH1,-0.293518984,MG
INSR,-0.294098128,MG
PLAUR,-0.296697125,MG
C9orf84,-0.29688342,MG
EGLN1,-0.297721495,MG
VWC2,-0.298715455,MG
P3H2,-0.29956894,MG
DOCK11,-0.299612491,MG
DENND5A,-0.301310723,MG
AC090044.1,-0.302099694,MG
CNPY3,-0.303122335,MG
RASGRP2,-0.303343547,MG
PTPN14,-0.307361225,MG
LRRCC1,-0.309872352,MG
NLRP3,-0.311161577,MG
FAM98B,-0.316262735,MG
FAM19A1,-0.316665085,MG
WSB1,-0.317819006,MG
ACPP,-0.323508085,MG
CD14,-0.327876978,MG
FAM122A,-0.328476742,MG
CD37,-0.32847917,MG
FAM168A,-0.329839544,MG
PARVB,-0.330268983,MG
CPVL,-0.337397312,MG
RBM47,-0.339257446,MG
UNC13B,-0.339375712,MG
CCDC40,-0.339615196,MG
MGAT1,-0.344341407,MG
SDK1,-0.345059521,MG
RP11-153M7.3,-0.345324397,MG
ITSN1,-0.346224599,MG
LRRC16A,-0.349192503,MG
RPA2,-0.349519736,MG
PARP14,-0.351921578,MG
PDGFB,-0.354694606,MG
KLF7,-0.35542442,MG
RP11-399K21.12,-0.356066044,MG
CHGB,-0.356416808,MG
KIAA0226L,-0.357234349,MG
SRGAP2B,-0.358778995,MG
THAP2,-0.359987427,MG
DNAJC6,-0.364766898,MG
ANKS1A,-0.365234075,MG
RNF144B,-0.36858822,MG
IDI1,-0.371136246,MG
DNAJC9,-0.371631156,MG
GAS7,-0.372292506,MG
RAB31,-0.373179924,MG
MIS18BP1,-0.37380831,MG
ZNF846,-0.374108928,MG
IGSF21,-0.376773405,MG
NECTIN2,-0.377776034,MG
RAC1,-0.378541926,MG
BCL2L13,-0.381951163,MG
MLC1,-0.382231915,MG
IL1B,-0.382534427,MG
GTF2IRD1,-0.38292104,MG
RILPL2,-0.388007179,MG
GAL3ST4,-0.388969878,MG
WDR11,-0.389780802,MG
PRKCA,-0.391683063,MG
BNC2,-0.391755402,MG
CHUK,-0.393906037,MG
ATE1,-0.395095778,MG
C5AR1,-0.395125938,MG
IKZF2,-0.401054715,MG
SPARC,-0.401249136,MG
SAMD9,-0.403613326,MG
EEF2,-0.404323116,MG
RP1-228H13.6,-0.404529299,MG
HRH2,-0.405481523,MG
ACSF2,-0.410236773,MG
MBP,-0.411647331,MG
ETV6,-0.413335125,MG
ANKRD42,-0.413455644,MG
RP11-666E17.1,-0.413639345,MG
CCDC85B,-0.416019353,MG
COPS2,-0.417822325,MG
UPF2,-0.41948162,MG
PIK3AP1,-0.420227384,MG
PROCR,-0.421343515,MG
IMPAD1,-0.423490468,MG
PCDH9,-0.42421641,MG
JAK1,-0.426313214,MG
ERMP1,-0.426583968,MG
RP11-379F4.4,-0.42797402,MG
ELMO1,-0.428783555,MG
RCSD1,-0.429879532,MG
AGPAT2,-0.430474214,MG
AKAP13,-0.431686714,MG
ANAPC16,-0.432684033,MG
ITGA9,-0.434643929,MG
BEX1,-0.438481779,MG
RIN3,-0.439478086,MG
TSC22D2,-0.439951681,MG
STK17B,-0.441345814,MG
RP11-480C22.1,-0.443433028,MG
C5orf17,-0.455562539,MG
TPST2,-0.457906319,MG
VSIR,-0.458237908,MG
BORCS7,-0.459563504,MG
NAV2,-0.45999402,MG
TAF1A,-0.462241068,MG
RP11-760H22.2,-0.464216459,MG
SLC7A8,-0.465088028,MG
HS3ST5,-0.466299394,MG
USP24,-0.466534008,MG
MCM6,-0.467125917,MG
SRP72,-0.472024992,MG
ITGA3,-0.472692566,MG
BTBD9,-0.475340103,MG
CEP85L,-0.477715147,MG
KDM5D,-0.480292399,MG
MAP2K4,-0.482222604,MG
FAT2,-0.482731433,MG
EPSTI1,-0.483648566,MG
GPC5,-0.483658655,MG
C11orf80,-0.484580816,MG
SEMA4D,-0.485273903,MG
EP300,-0.48937711,MG
SCRG1,-0.492350917,MG
SLC15A2,-0.492361107,MG
UBAP1,-0.492401386,MG
RP11-766N7.3,-0.494373839,MG
NKAIN2,-0.494412932,MG
PLXDC2,-0.495451785,MG
ZNF124,-0.498443099,MG
PPM1E,-0.50289085,MG
WNT5B,-0.504639613,MG
RAB5A,-0.512341464,MG
MSANTD4,-0.514483865,MG
ST6GALNAC3,-0.516353935,MG
MNDA,-0.517480174,MG
MZT2B,-0.519576777,MG
TRMT10C,-0.519676292,MG
FBN2,-0.519838679,MG
TUBGCP2,-0.525048372,MG
RP5-940J5.10,-0.525243833,MG
RPN1,-0.531779439,MG
DHRS9,-0.538502211,MG
TMEM35,-0.539062065,MG
ZMIZ1,-0.539161314,MG
SMYD3,-0.540784778,MG
ZNF81,-0.544672366,MG
COX10-AS1,-0.5458036,MG
DTNB,-0.546055947,MG
AFF3,-0.54860724,MG
NCOA3,-0.552319182,MG
TNIP2,-0.554757898,MG
PCNX3,-0.557102127,MG
PDE1B,-0.560721519,MG
ISPD,-0.567089586,MG
DYNLT1,-0.567581209,MG
TMC8,-0.569733882,MG
FRG1HP,-0.57001077,MG
TMOD2,-0.571906532,MG
CYTH4,-0.574090262,MG
TNFRSF10A,-0.579388998,MG
NOP58,-0.581419605,MG
TEFM,-0.589107159,MG
MYOF,-0.591833747,MG
RRAGB,-0.595132274,MG
ARSG,-0.599874229,MG
DARS,-0.600273343,MG
FAM169A,-0.603918785,MG
TMEM59L,-0.609556601,MG
HERC2P3,-0.612625871,MG
RP5-964N17.1,-0.613723322,MG
LEPR,-0.614654425,MG
HCLS1,-0.616901435,MG
DLEU7,-0.624464753,MG
GFOD2,-0.630304725,MG
THOC2,-0.630646566,MG
NAPA,-0.631186481,MG
USP4,-0.634648842,MG
MALAT1,-0.636418833,MG
PIH1D1,-0.640485156,MG
ADAT1,-0.661137715,MG
CIC,-0.66563698,MG
PTPRJ,-0.667167511,MG
ATXN1,-0.66728658,MG
CLEC9A,-0.670265238,MG
RP11-472I20.4,-0.677671795,MG
FAM118A,-0.678437546,MG
MYL12A,-0.678648645,MG
MERTK,-0.685593914,MG
CTSB,-0.694144579,MG
PPP1R9A,-0.696305658,MG
RP11-557H15.3,-0.712984011,MG
LYVE1,-0.722031338,MG
P3H4,-0.724698951,MG
TIAM1,-0.726379325,MG
DUSP6,-0.733408139,MG
PFKP,-0.742663402,MG
POMT2,-0.7434817,MG
KCTD16,-0.754531452,MG
RP11-691H4.1,-0.763415735,MG
TM2D1,-0.780202226,MG
FGD2,-0.781294386,MG
CA8,-0.781873727,MG
AC074391.1,-0.783109816,MG
ARHGAP21,-0.795918424,MG
DLG2,-0.797947238,MG
OTUD5,-0.799578489,MG
SCARNA9,-0.807979572,MG
RP11-340I6.8,-0.811264849,MG
SYT6,-0.814890727,MG
EMC7,-0.832423892,MG
NPDC1,-0.854979484,MG
ZNRF1,-0.862879663,MG
C2orf73,-0.863359492,MG
RP11-398J13.1,-0.86936351,MG
MEF2C,-0.873310366,MG
PREX1,-0.891784871,MG
JAZF1,-0.900203202,MG
CEP68,-0.902631625,MG
RP11-50D16.4,-0.903761608,MG
TEK,-0.912237761,MG
RLIM,-0.913312008,MG
RAPGEF1,-0.914914846,MG
GRPEL2,-0.916061114,MG
ST6GAL1,-0.922287179,MG
OMA1,-0.925241845,MG
NKD1,-0.926073764,MG
TBC1D14,-0.932812138,MG
RP11-373N22.3,-0.935496597,MG
PPP1R8,-0.93610761,MG
CCDC144C,-0.939582186,MG
WDR45B,-0.945703699,MG
AP1G2,-0.952263984,MG
AF064858.6,-0.965432164,MG
MCM5,-0.96806587,MG
DENND6B,-0.977515652,MG
ANGPT2,-0.981638726,MG
IFT46,-0.983123688,MG
SLC19A2,-0.985216169,MG
BISPR,-1.004405109,MG
RP11-231E4.4,-1.007450405,MG
PDE3A,-1.016327371,MG
FBXO38,-1.036990814,MG
CHST11,-1.043624273,MG
RN7SL76P,-1.055746342,MG
TSPYL1,-1.057420643,MG
NOXRED1,-1.061352593,MG
SRSF9,-1.062730483,MG
ANK1,-1.072874082,MG
C3orf38,-1.078184014,MG
RP11-500G22.2,-1.083758639,MG
AC008697.1,-1.085751804,MG
PLEKHH1,-1.104140745,MG
WRN,-1.105200704,MG
AC007563.5,-1.110084846,MG
SLC8A1,-1.122277434,MG
POLR1E,-1.122432142,MG
ETV3,-1.155312853,MG
DNM3OS,-1.168139228,MG
CALCOCO1,-1.182462632,MG
MS4A14,-1.198905586,MG
FHL3,-1.228625068,MG
SNN,-1.23852018,MG
RP11-30B1.1,-1.253006666,MG
RP11-1046B16.3,-1.262202481,MG
PHC2,-1.284682253,MG
RP11-6C14.1,-1.289541645,MG
CTD-2233K9.1,-1.297013598,MG
SH3D21,-1.307152302,MG
RP4-569M23.4,-1.309800672,MG
CALHM2,-1.332993042,MG
FAM200B,-1.338142323,MG
SLC6A11,-1.344555902,MG
RNF128,-1.425244295,MG
ZXDA,-1.429697378,MG
RP3-323N1.2,-1.439189062,MG
FBXO44,-1.457928388,MG
FUT4,-1.4735181,MG
LRP5,-1.549774412,MG
KCNE3,-1.564320961,MG
STRAP,-1.577551861,MG
SLC35B2,-1.583878557,MG
CDKN2C,-1.605085869,MG
WDR19,-1.636421757,MG
FAT4,-1.649904451,MG
AC073254.1,-1.689937839,MG
RP11-268G12.3,-1.762411515,MG
NCF2,-1.868555097,MG
RP11-118B18.1,-2.019318475,MG
PRKAR2B,-2.202647412,MG
ADAMTS2,-2.970039062,MG
GPR35,-2.996883862,MG
